MannWhit_P_values,bonferroni_p_Values_corrected,sidak_p_Values_corrected,holm-sidak_p_Values_corrected,holm_p_Values_corrected,simes-hochberg_p_Values_corrected,hommel_p_Values_corrected,fdr_bh_p_Values_corrected,fdr_by_p_Values_corrected,fdr_tsbh_p_Values_corrected,fdr_tsbky_p_Values_corrected
numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
0.0012181523813266841,1.0,0.9999999999972332,0.9999999739711543,1.0,0.5,0.5,0.0035349194570590712,0.037358662773786584,0.0015624946267324858,0.0016596587703687415
0.005461035556966315,1.0,1.0,1.0,1.0,0.5,0.5,0.012712839839286756,0.13435516769827682,0.0056192918058512635,0.005968728960268592
0.42935466471842726,1.0,1.0,1.0,1.0,0.5,0.5,0.4495750380649385,1.0,0.1987198265258185,0.21107727175320118
0.03635644360005029,1.0,1.0,1.0,1.0,0.5,0.5,0.062244120039422146,0.6578246317777432,0.027512961550813553,0.029223862377123863
0.0089598100669285,1.0,1.0,1.0,1.0,0.5,0.5,0.019325943919235068,0.20424550840105585,0.00854239648092597,0.009073607676452624
1.3035449528690018e-13,2.8461600500941787e-09,2.8458475576087494e-09,2.833465240215105e-09,2.833646018546636e-09,2.833646018546636e-09,2.8073144104986823e-09,2.934185618653792e-11,3.1009829891337633e-10,1.2969600350658488e-11,1.377611839546708e-11
9.083056141675058e-05,1.0,0.8623835141581487,0.7786178444369644,1.0,0.5,0.5,0.00037824960660778613,0.003997516681563696,0.00016719277060418355,0.00017758969747995817
0.34128229628096496,1.0,1.0,1.0,1.0,0.5,0.5,0.37954639960004405,1.0,0.1677659752010637,0.17819854695703913
2.879884571794303e-05,0.6287939974055682,0.4667703325517707,0.3938786965738127,0.5006679328064396,0.5,0.2894859971567634,0.0001411122907716198,0.0014913399154388046,6.237403674255302e-05,6.625278279488368e-05
0.45403386394620676,1.0,1.0,1.0,1.0,0.5,0.5,0.46812184800788226,1.0,0.20691783251461351,0.2197850729232391
2.984732448567462e-06,0.06516864828202197,0.06309064923402818,0.05403427160521157,0.055548855600289035,0.055539901402943334,0.04247871220801212,2.0177403971517387e-05,0.00021324413180534417,8.91875633091116e-06,9.473371563736397e-06
0.10812982525035442,1.0,1.0,1.0,1.0,0.5,0.5,0.1530071637469553,1.0,0.06763177325830656,0.07183747305324727
0.17779566305608857,1.0,1.0,1.0,1.0,0.5,0.5,0.228336382603375,1.0,0.10092857142553686,0.10720484146398222
0.01927948572014229,1.0,1.0,1.0,1.0,0.5,0.5,0.03670422142913342,0.3879071779152201,0.01622389122527098,0.017232778213028353
0.14601126274001253,1.0,1.0,1.0,1.0,0.5,0.5,0.1949113090738214,1.0,0.08615411944084686,0.09151163625593589
0.2352315065529511,1.0,1.0,1.0,1.0,0.5,0.5,0.2842729401363712,1.0,0.1256534828824823,0.13346727811115516
0.19855185250323926,1.0,1.0,1.0,1.0,0.5,0.5,0.24902647820182405,1.0,0.11007394619061114,0.11691892378943981
0.03485101976933876,1.0,1.0,1.0,1.0,0.5,0.5,0.060115118157982504,0.6353243558026769,0.02657190644603321,0.0282242875105433
0.16675092898612498,1.0,1.0,1.0,1.0,0.5,0.5,0.21677378944424475,1.0,0.09581770824981249,0.10177615790333286
0.3084010111348515,1.0,1.0,1.0,1.0,0.5,0.5,0.35093497842657645,1.0,0.15511923957107673,0.16476537071070804
0.2352315065529511,1.0,1.0,1.0,1.0,0.5,0.5,0.2842729401363712,1.0,0.1256534828824823,0.13346727811115516
0.05297826549188735,1.0,1.0,1.0,1.0,0.5,0.5,0.08530468322986408,0.9015393228960703,0.037706123378740415,0.04005088868241372
0.00016884289532197866,1.0,0.9749486367680222,0.9342220564246098,1.0,0.5,0.5,0.0006442957535132914,0.006809215337005498,0.00028478970033694124,0.00030249942354253814
5.886455921827706e-07,0.012852487859718613,0.012770251080357009,0.011290752384362501,0.011354973473205646,0.01135379618202128,0.009445407172164737,5.046127938640995e-06,5.332981253550567e-05,2.2304745230294146e-06,2.3691771740496307e-06
0.017750761566140954,1.0,1.0,1.0,1.0,0.5,0.5,0.03417444659798163,0.36117134815766155,0.015105687648489543,0.01604503884963357
0.24269869986626702,1.0,1.0,1.0,1.0,0.5,0.5,0.2912926062868893,1.0,0.12875629491961016,0.13676303933946346
0.23523670873143487,1.0,1.0,1.0,1.0,0.5,0.5,0.2842729401363712,1.0,0.1256534828824823,0.13346727811115516
0.030961031827358532,1.0,1.0,1.0,1.0,0.5,0.5,0.05434174285831283,0.5743086569990863,0.024019976198844786,0.025513664802692754
0.05194814497806379,1.0,1.0,1.0,1.0,0.5,0.5,0.08388731681968362,0.8865599395216957,0.03707962327685108,0.03938542950517998
3.26917418072828e-08,0.0007137914906202127,0.0007135368126627295,0.0006591750906194127,0.0006593924322528941,0.0006593924322528941,0.000594172407347365,4.2807056121475935e-07,4.524047558671298e-06,1.8921448137233865e-07,2.0098083418506367e-07
0.2150224745189962,1.0,1.0,1.0,1.0,0.5,0.5,0.26513150378636274,1.0,0.11719264189072945,0.12448029747364535
0.011431317562007859,1.0,1.0,1.0,1.0,0.5,0.5,0.023691636226756487,0.2503841626680183,0.010472106861977963,0.011123317610420206
0.00018507917511664842,1.0,0.9824270186990666,0.9486615304912229,1.0,0.5,0.5,0.0006970596482599294,0.007366848565829099,0.0003081122407876055,0.0003272722823696884
0.0654248346084308,1.0,1.0,1.0,1.0,0.5,0.5,0.10168233391584523,1.0,0.04494532401858671,0.047740260938051525
0.2802266466366087,1.0,1.0,1.0,1.0,0.5,0.5,0.3264401964820847,1.0,0.144292128618146,0.15326497298558775
1.612590180548033e-07,0.0035209294002085754,0.0035147384789878666,0.003175941639791957,0.00318099539014905,0.00318099539014905,0.0027591417989176847,1.6644878543132051e-06,1.759107702331774e-05,7.357319905641084e-07,7.814836799369247e-07
0.0020999393534715948,1.0,1.0,0.9999999999996826,1.0,0.5,0.5,0.005625681649641727,0.059454804041418535,0.0024866471375236928,0.0026412799506606577
0.2533540311827994,1.0,1.0,1.0,1.0,0.5,0.5,0.30154487178641853,1.0,0.13328797094488987,0.14157651884278397
1.0996939721826453e-05,0.24010718188635877,0.21345748509261153,0.17907161212786427,0.19731831410930278,0.1972629818636866,0.13297499511632546,6.158642603072872e-05,0.0006508738174868967,2.722224959341224e-05,2.8915072419387415e-05
5.956041832790461e-13,1.3004421737714692e-08,1.3005086896278328e-08,1.2900850832053834e-08,1.2900191005640858e-08,1.2900191005640858e-08,1.2719127333924029e-08,7.388875987337892e-11,7.808905680638621e-10,3.2660090754693593e-11,3.469106717852837e-11
2.6557957854343958e-05,0.579866451791746,0.440031166889885,0.370329541022837,0.46255253696725873,0.46253339399125437,0.27211283617560816,0.00013122119298297034,0.0013868062220300935,5.8002002998930414e-05,6.160887297093416e-05
0.43881989770061414,1.0,1.0,1.0,1.0,0.5,0.5,0.45670439072712327,1.0,0.2018711218699032,0.21442453123579508
7.439870402654116e-08,0.0016244213037154996,0.0016231027047572955,0.001482633220355356,0.0014837333544013103,0.0014836589556972838,0.0013157410807093804,8.577881528014832e-07,9.065501695623051e-06,3.7915697823060886e-07,4.027349556925403e-07
0.00016275069110655921,1.0,0.9713839573950499,0.9276703865428285,1.0,0.5,0.5,0.0006228576299432464,0.0065826473377384375,0.0002753136844637845,0.00029243413910381565
0.017331395717205537,1.0,1.0,1.0,1.0,0.5,0.5,0.03349522659772119,0.3539930372379407,0.01480546083606335,0.015726142353083703
0.04702945896739146,1.0,1.0,1.0,1.0,0.5,0.5,0.07728216216781117,0.8167536120492995,0.034160032384425464,0.03628428307715295
0.04993373364110339,1.0,1.0,1.0,1.0,0.5,0.5,0.08122155988220378,0.8583869880092314,0.035901313292257424,0.038133846001028364
0.12409545091604768,1.0,1.0,1.0,1.0,0.5,0.5,0.17113249468634267,1.0,0.07564347834651887,0.08034738815168553
0.31350206423217836,1.0,1.0,1.0,1.0,0.5,0.5,0.3556804469434529,1.0,0.1572168175071569,0.16699338708822836
0.08973916661443465,1.0,1.0,1.0,1.0,0.5,0.5,0.13185172345917293,1.0,0.05828070821216808,0.06190490954193005
0.4540354731096416,1.0,1.0,1.0,1.0,0.5,0.5,0.46812184800788226,1.0,0.20691783251461351,0.2197850729232391
0.0002261643641323803,1.0,0.9928356018419736,0.9725023385485407,1.0,0.5,0.5,0.0008291340317821402,0.008762671699849539,0.00036649136854124005,0.00038928173169842847
0.005096331047800863,1.0,1.0,1.0,1.0,0.5,0.5,0.011991948711896114,0.12673645704533087,0.005300645645255537,0.005630267703487856
0.2933260972763305,1.0,1.0,1.0,1.0,0.5,0.5,0.3377445337603838,1.0,0.1492888382944703,0.15857240438113762
0.047497092763177755,1.0,1.0,1.0,1.0,0.5,0.5,0.0779167222717616,0.8234599365415994,0.03444051876178305,0.03658221157443295
3.5787385898413322e-06,0.07813817837059565,0.07516350401230809,0.06412632903835047,0.06627465994527164,0.06626750246809195,0.05001287179303262,2.3541408735421005e-05,0.0002487964890996865,1.0405703751284606e-05,1.105278520464006e-05
0.2207011337317319,1.0,1.0,1.0,1.0,0.5,0.5,0.27063544055824507,1.0,0.11962547571803714,0.12706441771909197
0.015189953728490883,1.0,1.0,1.0,1.0,0.5,0.5,0.02996193870610631,0.3166516176019295,0.013243687389055235,0.014067249609192164
0.012167102379470574,1.0,1.0,1.0,1.0,0.5,0.5,0.024983323226416162,0.26403530793901037,0.011043054523135585,0.011729769803630854
1.6171270226488755e-08,0.0003530835141251555,0.0003530211900103497,0.00032895037907543223,0.0003290044927579137,0.0003289883214876872,0.0003007047698615584,2.36307115658769e-07,2.497402826905374e-06,1.0445177123856277e-07,1.1094713239376157e-07
0.3307513719780486,1.0,1.0,1.0,1.0,0.5,0.5,0.37053603393340406,1.0,0.16378324006097292,0.17396814437374808
0.06542257800141205,1.0,1.0,1.0,1.0,0.5,0.5,0.10168233391584523,1.0,0.04494532401858671,0.047740260938051525
2.070225163066935e-05,0.45201296210403463,0.36365705610687005,0.3047282424469503,0.3634487296280311,0.3634487296280311,0.22352611844030404,0.0001054246048122795,0.0011141759542432064,4.659947151430381e-05,4.9497272035421774e-05
1.67729917664569e-11,3.6622150222881997e-07,3.662222134437343e-07,3.5917754448444583e-07,3.591768456869081e-07,3.591432997033752e-07,3.5008588414948843e-07,8.657718728813711e-10,9.149877339755263e-09,3.8268591852972944e-10,4.064833440820678e-10
0.2472383958281698,1.0,1.0,1.0,1.0,0.5,0.5,0.295777258816812,1.0,0.13073858774576588,0.13886860157185868
0.07178208034037495,1.0,1.0,1.0,1.0,0.5,0.5,0.10980392184471437,1.0,0.04853520425590081,0.05155337883202545
3.4180214685720145e-11,7.462908074480137e-07,7.462905187161084e-07,7.294055053286286e-07,7.294057813932679e-07,7.294057813932679e-07,7.087951119377786e-07,1.5053863069613814e-09,1.590961832913593e-08,6.654063959184891e-10,7.067848694974428e-10
1.2512133306204309e-10,2.7318991860766487e-06,2.7318959929800712e-06,2.6481900298191974e-06,2.648193014258142e-06,2.64806789292508e-06,2.555352985126106e-06,4.071384778057599e-09,4.302827625733936e-08,1.7996214387209805e-09,1.9115313761832537e-09
4.673561758316086e-05,1.0,0.6395670460090503,0.5498267597609409,0.798104141467638,0.5,0.4013187481866023,0.00021404297017337478,0.0022621050462234456,9.461063960535128e-05,0.00010049402737440647
0.029968636516510754,1.0,1.0,1.0,1.0,0.5,0.5,0.05294636222887196,0.5595616295180909,0.023403194186628343,0.02485852803712104
0.057827058895050326,1.0,1.0,1.0,1.0,0.5,0.5,0.09181180947604194,0.9703096408652564,0.04058238404567558,0.043106010383362064
0.11544995674271386,1.0,1.0,1.0,1.0,0.5,0.5,0.16139010166043374,1.0,0.07133717464160694,0.07577329580637335
4.8636142175849415e-05,1.0,0.6542182049417706,0.5636519296983109,0.8292948602404083,0.5,0.4110328989606824,0.0002217030178184328,0.002343059970452736,9.799651117366011e-05,0.00010409045026607253
0.0038992758848603935,1.0,1.0,1.0,1.0,0.5,0.5,0.009572384716667623,0.1011653863447442,0.004231157135685592,0.004494272766706389
0.25489871541305664,1.0,1.0,1.0,1.0,0.5,0.5,0.3028535552399331,1.0,0.13386643132823095,0.1421909509388037
2.1878198004586184e-07,0.004776885752321347,0.004765495099880557,0.004282867606193896,0.0042920648845397175,0.0042920648845397175,0.003691070785353735,2.1546620443488262e-06,2.277146443762955e-05,9.52397333975017e-07,1.0116224153121952e-06
0.056718730827826455,1.0,1.0,1.0,1.0,0.5,0.5,0.09037581948793956,0.955133434910996,0.03994765200504281,0.04243180736208627
0.00010575391160963187,1.0,0.900654639460537,0.8251387892438967,1.0,0.5,0.5,0.00043132605607151917,0.004558453133110233,0.00019065346556500099,0.00020250930199219356
0.47123328883632987,1.0,1.0,1.0,1.0,0.5,0.5,0.4808130591057157,1.0,0.21252756404823953,0.22574364710321324
0.04162864416558392,1.0,1.0,1.0,1.0,0.5,0.5,0.06974976983500718,0.7371478081662332,0.030830586639079154,0.03274779486324695
0.25800146772179317,1.0,1.0,1.0,1.0,0.5,0.5,0.3056540448311249,1.0,0.13510429544129277,0.14350579196073032
2.1826519313156845e-08,0.00047656022268346656,0.00047644668990554084,0.0004424347796530004,0.00044253267907425504,0.00044248902603562874,0.00040230640398010697,3.032372661915355e-07,3.2047515949682986e-06,1.340360381063712e-07,1.4237110475951997e-07
0.016928854546748584,1.0,1.0,1.0,1.0,0.5,0.5,0.0328263419337219,0.34692395492914696,0.014509802418354404,0.015412098338090744
0.010065348647370478,1.0,1.0,1.0,1.0,0.5,0.5,0.02129961575688688,0.22510418467491292,0.009414793059893527,0.010000254468544974
0.004306804679643009,1.0,1.0,1.0,1.0,0.5,0.5,0.010413174586696794,0.11005124233088548,0.004602800583320086,0.004889026960905782
0.0063461701071430895,1.0,1.0,1.0,1.0,0.5,0.5,0.01440983410124123,0.1522897874630373,0.006369392182425534,0.006765474528118487
0.35192978115274337,1.0,1.0,1.0,1.0,0.5,0.5,0.3887217454138213,1.0,0.1718216343770628,0.18250640837679283
6.034770275902459e-08,0.001317631742040543,0.001316764085419364,0.001207310962574315,0.0012080403138301542,0.0012079196184246362,0.0010753960631658182,7.243714909513705e-07,7.655492743789842e-06,3.201845405867764e-07,3.400953013403931e-07
0.00149573922727417,1.0,0.9999999999999936,0.999999999309182,1.0,0.5,0.5,0.004211625325588176,0.044510403187259524,0.0018616101500985385,0.00197737487205291
2.359035189463994e-12,5.150717432675684e-08,5.150644577511798e-08,5.088602827996169e-08,5.088674807192781e-08,5.088674807192781e-08,4.99242617146265e-08,1.944222464834909e-10,2.054744168949639e-09,8.593794544344465e-11,9.128201942105148e-11
0.025958239905428816,1.0,1.0,1.0,1.0,0.5,0.5,0.04703079966936298,0.49704323002906947,0.020788414748054505,0.022081147844215002
0.008395273166677203,1.0,1.0,1.0,1.0,0.5,0.5,0.018305580117951668,0.1934618321046687,0.00809137829615973,0.00859454280599708
0.10200398239744546,1.0,1.0,1.0,1.0,0.5,0.5,0.14590891936936967,1.0,0.06449422830602669,0.06850481903422707
5.208505873017861e-07,0.011372251723147197,0.0113078350271677,0.01002217206693623,0.010072729507829241,0.010071687806654636,0.00841902889314607,4.5383430954106775e-06,4.7963307598031364e-05,2.0060249708623453e-06,2.1307701668278455e-06
0.08219584814408892,1.0,1.0,1.0,1.0,0.5,0.5,0.12277084063333134,1.0,0.054266803286263654,0.0576413988714104
0.30670632955986865,1.0,1.0,1.0,1.0,0.5,0.5,0.34953965752656985,1.0,0.15450248396028787,0.16411026198834372
0.2221323415392687,1.0,1.0,1.0,1.0,0.5,0.5,0.2720542555374975,1.0,0.1202526161121365,0.127730557005277
1.3326801605614846e-05,0.29097738625699454,0.2524688670646328,0.21149651750261766,0.2376168726281127,0.23759021902490146,0.1560968272065667,7.257640432388132e-05,0.0007670209880045253,3.2080007242364136e-05,3.407491101881268e-05
0.06665891600008197,1.0,1.0,1.0,1.0,0.5,0.5,0.10330791956738439,1.0,0.04566386057272267,0.04850347987877588
0.06182225322452604,1.0,1.0,1.0,1.0,0.5,0.5,0.0970591854389478,1.0,0.04290181362422301,0.04556967430669918
0.004887296006804164,1.0,1.0,1.0,1.0,0.5,0.5,0.011585753304437648,0.12244359622294408,0.005121100354544643,0.005439557341155354
0.03374925947431527,1.0,1.0,1.0,1.0,0.5,0.5,0.05852537431730776,0.6185232080645378,0.025869212582959475,0.027477896442835464
0.23671994065926155,1.0,1.0,1.0,1.0,0.5,0.5,0.28560846518241956,1.0,0.1262438077070409,0.13409431244182288
0.0004992062720882931,1.0,0.9999815858513835,0.9995001729820946,1.0,0.5,0.5,0.0016448267631085562,0.017383289523488752,0.0007270414532729081,0.0007722527192745387
0.00023874933560112842,1.0,0.9945572747319885,0.9772400321115587,1.0,0.5,0.5,0.0008693650722934561,0.0091878519320326,0.0003842741738895367,0.0004081703655235442
0.0006655695472908401,1.0,0.9999995139156584,0.9999520315469713,1.0,0.5,0.5,0.0021023789918121626,0.022218912971541438,0.0009292873339735815,0.0009870753138185972
0.023723172075025528,1.0,1.0,1.0,1.0,0.5,0.5,0.04365285970279544,0.46134359907168326,0.019295307730680535,0.020495191570134266
0.0132778497203338,1.0,1.0,1.0,1.0,0.5,0.5,0.026825998963058036,0.283509556866853,0.01185754859359133,0.012594913404330511
7.072714694222175e-13,1.5442565263364697e-08,1.5443692213956695e-08,1.5312837442493787e-08,1.5311720041521587e-08,1.5311720041521587e-08,1.50861004427759e-08,8.238778838606474e-11,8.707122299057376e-10,3.6416806160754364e-11,3.8681394930558194e-11
0.42746328870899203,1.0,1.0,1.0,1.0,0.5,0.5,0.4480914924567097,1.0,0.19806407409085394,0.21038074117878539
0.47697957687135856,1.0,1.0,1.0,1.0,0.5,0.5,0.484479671740167,1.0,0.21414826930312134,0.22746513634511373
0.0034762333828946184,1.0,1.0,1.0,1.0,0.5,0.5,0.008662414937471023,0.09154840510137928,0.0038289349895361748,0.004067038329497851
0.45976035330129716,1.0,1.0,1.0,1.0,0.5,0.5,0.47221811484458315,1.0,0.20872845224718659,0.22170828652510072
0.40681173459621556,1.0,1.0,1.0,1.0,0.5,0.5,0.43265225632313725,1.0,0.19123966867154885,0.20313195829472055
0.22935259766062283,1.0,1.0,1.0,1.0,0.5,0.5,0.2787937466872617,1.0,0.1232315860254082,0.1308947749543429
7.637844330105651e-05,1.0,0.811321471670256,0.7211014227566767,1.0,0.5,0.5,0.00032538374528285843,0.0034388058228085514,0.00014382515918864462,0.00015276896493800378
0.009079003882630155,1.0,1.0,1.0,1.0,0.5,0.5,0.019540763632860093,0.20651582243111175,0.008637350454370833,0.0091744663879726
0.09694844447852097,1.0,1.0,1.0,1.0,0.5,0.5,0.14036429054748212,1.0,0.06204340789931986,0.06590159370916102
0.4502231059466215,1.0,1.0,1.0,1.0,0.5,0.5,0.4652472579026321,1.0,0.20564721471183944,0.21843544141470034
0.004491186009331692,1.0,1.0,1.0,1.0,0.5,0.5,0.010801153559973077,0.1141515834566229,0.004774293899757267,0.005071184634804343
9.649915885423023e-08,0.0021069626344232626,0.002104744648870227,0.0019154086403401216,0.0019172452881158462,0.001917148788956992,0.001687963286678195,1.068775679248406e-06,1.1295315400222615e-05,4.7241705965129456e-07,5.017944400626224e-07
0.00042766890261257737,1.0,0.9999121359756156,0.9985992186757526,1.0,0.5,0.5,0.001440986716905633,0.015229013693899228,0.0006369406798963206,0.0006765490053589439
3.356874767348716e-08,0.0007329400367029187,0.0007326715139919227,0.0006766176616032071,0.0006768466593405217,0.0006768466593405217,0.0006095748890028534,4.3790279366339604e-07,4.627959135957332e-06,1.935604956327487e-07,2.0559710649732174e-07
0.007555139340708037,1.0,1.0,1.0,1.0,0.5,0.5,0.016754174229210567,0.1770658575635784,0.0074056304610291826,0.007866151559483921
0.0012370529693857709,1.0,0.9999999999981697,0.9999999796858573,1.0,0.5,0.5,0.0035814013669768522,0.03784990508320673,0.0015830404228585509,0.0016814822122874764
0.22935523090178933,1.0,1.0,1.0,1.0,0.5,0.5,0.2787937466872617,1.0,0.1232315860254082,0.1308947749543429
0.033022818526786145,1.0,1.0,1.0,1.0,0.5,0.5,0.05742952353301536,0.6069417504392403,0.025384827865582632,0.026963390133070916
1.7168811490235332e-05,0.3748638300777982,0.31261933871808645,0.26179389388564867,0.30352961141974716,0.30349308071288994,0.1920846629527529,9.01063532555647e-05,0.0009522855912114423,3.982854333926238e-05,4.2305291892268124e-05
0.18930251577783413,1.0,1.0,1.0,1.0,0.5,0.5,0.23991711954747053,1.0,0.10604745446334331,0.11264204360396869
0.020913804410269146,1.0,1.0,1.0,1.0,0.5,0.5,0.039236304514876204,0.4146674023742446,0.017343115089908868,0.018421601311151104
1.1605182480518463e-08,0.00025338755427964014,0.00025335545585958297,0.00023700776278512414,0.0002370358521645896,0.0002370358521645896,0.00021791051143669516,1.7946942876612782e-07,1.8967158796472237e-06,7.93285452515297e-08,8.426161192158521e-08
0.011429720172121382,1.0,1.0,1.0,1.0,0.5,0.5,0.023691636226756487,0.2503841626680183,0.010472106861977963,0.011123317610420206
