Gene,Log2_FoldChange,MannWhit_P_values,bonferroni_p_Values_corrected,sidak_p_Values_corrected,holm-sidak_p_Values_corrected,holm_p_Values_corrected,simes-hochberg_p_Values_corrected,hommel_p_Values_corrected,fdr_bh_p_Values_corrected,fdr_by_p_Values_corrected,fdr_tsbh_p_Values_corrected,fdr_tsbky_p_Values_corrected
Crisp3,-0.0398525389312,0.000111930275402,1.0,0.913189041538,0.84130900595,1.0,0.5,0.5,0.000452582623272,0.00478310236074,0.000200049230429,0.000212489344992
Tff2,0.0292225386723,0.000252042603035,1.0,0.995928695516,0.981333193193,1.0,0.5,0.5,0.000910355367191,0.00962105631552,0.000402392582613,0.000427415472308
Scg2,0.0627699276559,1.40781862345e-09,3.07383118243e-05,3.07378397781e-05,2.93047234274e-05,2.93051524657e-05,2.93023368284e-05,2.77213565143e-05,3.00830175324e-08,3.17931234604e-07,1.32972062932e-08,1.41240966006e-08
Itk,0.0171663868976,0.00049917204664,1.0,0.999981572079,0.999500172982,1.0,0.5,0.5,0.00164482676311,0.0173832895235,0.000727041453273,0.000772252719275
Kcnb1,0.0306652643926,5.85006045607e-06,0.127730219998,0.119909550803,0.101440093192,0.106961587907,0.106950805258,0.0773319491688,3.59499634106e-05,0.000379935830534,1.58904963303e-05,1.68786510679e-05
Kcnd1,-0.0458411912103,4.38134241165e-06,0.095662230216,0.091229270855,0.0775281047658,0.0806981927479,0.0806692764833,0.0598710440552,2.79468975215e-05,0.000295355730947,1.23530048539e-05,1.31211797438e-05
Serpina3m,0.00972311107907,0.215041394181,1.0,1.0,1.0,1.0,0.5,0.5,0.265131503786,1.0,0.117192641891,0.124480297474
Cryge,-0.00800696967902,0.104592354264,1.0,1.0,1.0,1.0,0.5,0.5,0.148800033188,1.0,0.0657721498718,0.0698622084922
H2-Ke2,-0.00424274469557,0.216445982652,1.0,1.0,1.0,1.0,0.5,0.5,0.266463651714,1.0,0.117781473971,0.125105746234
Eif2ak2,-0.0347236028159,0.00022217768316,1.0,0.992183876074,0.970746866247,1.0,0.5,0.5,0.000816121725119,0.00862515162833,0.000360739707297,0.000383172401871
Rela,-0.0115167290202,0.00584875676945,1.0,1.0,1.0,1.0,0.5,0.5,0.0134689390635,0.142345973793,0.0059535005451,0.00632372055879
Btg2,-0.0188004562369,0.210848928904,1.0,1.0,1.0,1.0,0.5,0.5,0.26100893036,1.0,0.115370394197,0.122544732823
Ckb,0.00993136365879,0.208075798549,1.0,1.0,1.0,1.0,0.5,0.5,0.258386876803,1.0,0.114211401852,0.12131366823
Smpd1,-0.00615255545721,0.0465511814675,1.0,1.0,1.0,1.0,0.5,0.5,0.0766142133661,0.809694420366,0.0338647876338,0.0359706784532
Npy1r,-0.0131252375615,0.0383133643708,1.0,1.0,1.0,1.0,0.5,0.5,0.0650298798683,0.687265829316,0.028744314858,0.0305317877169
Pcsk5,-0.00345496617281,0.425579458489,1.0,1.0,1.0,1.0,0.5,0.5,0.446628757886,1.0,0.197417520489,0.209693981469
Fxyd2,-0.0587355225235,3.17230073482e-13,6.92640142442e-09,6.92554213977e-09,6.88050105779e-09,6.88135475398e-09,6.88135475398e-09,6.80141277546e-09,4.84363735973e-11,5.11897985e-10,2.14097023719e-11,2.27410704041e-11
Cxcr5,0.00303518508907,0.341282296281,1.0,1.0,1.0,1.0,0.5,0.5,0.3795463996,1.0,0.167765975201,0.178198546957
Nf1,0.0118923702007,2.34479342611e-05,0.511962196656,0.400685153632,0.336593336898,0.410362297503,0.410362297503,0.246789508098,0.000117975773195,0.00124682250326,5.2147301782e-05,5.53900956028e-05
Smarcad1,0.00773727862397,0.0858986166439,1.0,1.0,1.0,1.0,0.5,0.5,0.127259307888,1.0,0.0562507822859,0.0597487521324
Pctk1,-0.00569381752853,0.0256687069017,1.0,1.0,1.0,1.0,0.5,0.5,0.0466247813851,0.492752241127,0.0206089477488,0.0218905206419
Yes1,0.0218902967465,9.4075988609e-08,0.00205405513529,0.00205194710293,0.00186810734777,0.00186985434959,0.0018697602736,0.00164727056054,1.0458370041e-06,1.10528888783e-05,4.62277774414e-07,4.91024640678e-07
Emx1,0.0158151598312,0.00678887287999,1.0,1.0,1.0,1.0,0.5,0.5,0.0152664209069,0.161342592767,0.00674801814475,0.00716764544654
Emx2,0.00877031457913,0.212234723435,1.0,1.0,1.0,1.0,0.5,0.5,0.262433542852,1.0,0.116000097191,0.123213594065
Top1,-0.0123515782262,0.0306295282645,1.0,1.0,1.0,1.0,0.5,0.5,0.0538541634133,0.569155692049,0.0238044577769,0.0252847443104
Pkib,-0.00854231844117,0.0274421582328,1.0,1.0,1.0,1.0,0.5,0.5,0.0492693014245,0.520700751284,0.0217778706626,0.0231321333378
Mpg,-0.0111356947258,0.0612388029857,1.0,1.0,1.0,1.0,0.5,0.5,0.096318066017,1.0,0.0425742262128,0.045221715785
Col6a1,-0.0180011646845,0.00065451696886,1.0,0.99999938115,0.999943857346,1.0,0.5,0.5,0.00207379548707,0.0219168292813,0.000916652937884,0.00097365524445
Mak,0.0101672814857,0.194547546674,1.0,1.0,1.0,1.0,0.5,0.5,0.245111315662,1.0,0.108343377643,0.115080739376
Relb,-0.0613807948398,5.12004789727e-10,1.11791125789e-05,1.11790497068e-05,1.07377064297e-05,1.07377644502e-05,1.07377644502e-05,1.02523839095e-05,1.28878215039e-08,1.36204454812e-07,5.69663668288e-09,6.05088354903e-09
Sox8,0.00876039799871,0.0793109385479,1.0,1.0,1.0,1.0,0.5,0.5,0.119176585117,1.0,0.0526780811106,0.055953881585
Sox9,0.043668419001,3.9158849071e-06,0.0854994310617,0.0819464883156,0.0698093322584,0.0723655530833,0.0723616371984,0.0541840994596,2.54631879526e-05,0.000269106740174,1.12551629079e-05,1.19550682046e-05
Sox10,-0.00836455107002,0.130115308099,1.0,1.0,1.0,1.0,0.5,0.5,0.177671552887,1.0,0.0785338534813,0.0834175020324
Sox11,0.0530771145962,2.88085895446e-07,0.00629006744118,0.00627032728045,0.00561052026217,0.00562631753807,0.00562515546086,0.00479922293224,2.71909201295e-06,2.87366212432e-05,1.20188499666e-06,1.27662453461e-06
Sox12,0.0369013127273,0.00021808743425,1.0,0.991453559091,0.968930280128,1.0,0.5,0.5,0.000803289527441,0.00848953503183,0.000355067657293,0.00037714763393
Sox13,-0.0109846971899,0.0367391132442,1.0,1.0,1.0,1.0,0.5,0.5,0.0627889076096,0.663582198638,0.0277537669387,0.0294796423121
Sox14,-0.00338762436327,0.49808053922,1.0,1.0,1.0,1.0,0.5,0.5,0.498697286255,1.0,0.220432697153,0.234140363011
Pctk3,-0.00287345670249,0.158464804353,1.0,1.0,1.0,1.0,0.5,0.5,0.208078493998,1.0,0.0919742395152,0.0976936820439
Inha,0.0154396142146,0.0103269236965,1.0,1.0,1.0,1.0,0.5,0.5,0.0217260127496,0.229610545188,0.00960326779547,0.0102004495556
Inhba,0.0356562627036,0.000490836620958,1.0,0.999977891707,0.999436645377,1.0,0.5,0.5,0.00162279327408,0.0171504294268,0.000717302275722,0.000761907908379
Inhbb,-0.00163469173278,0.436922321765,1.0,1.0,1.0,1.0,0.5,0.5,0.455164940674,1.0,0.201190658718,0.213701753302
Apoc2,-0.0335996282481,1.67786512307e-06,0.0366345070971,0.0359716131168,0.0311718716044,0.0316680263328,0.0316579591421,0.0250354255013,1.23381078559e-05,0.000130394826885,5.45365388464e-06,5.79279080091e-06
Acp5,0.00437330579674,0.40680905408,1.0,1.0,1.0,1.0,0.5,0.5,0.432652256323,1.0,0.191239668672,0.203131958295
Rac2,-0.0125457839042,0.00807145465576,1.0,1.0,1.0,1.0,0.5,0.5,0.0177202636079,0.187275936675,0.00783265842631,0.00831973437228
Rcn1,-0.0129729200575,0.0221547768878,1.0,1.0,1.0,1.0,0.5,0.5,0.0411741061284,0.435146985539,0.0181996564187,0.0193314068901
Col10a1,-0.0401976900242,3.26824137514e-06,0.0713587821849,0.0688723484382,0.0588647915369,0.0606683646468,0.0606585599226,0.0461246905274,2.17704907401e-05,0.000230080609151,9.62292782507e-06,1.02213321494e-05
Cyp2e1,-0.00364008108401,0.0618167514655,1.0,1.0,1.0,1.0,0.5,0.5,0.0970591854389,1.0,0.0429018136242,0.0455696743067
Mark2,0.00337707376177,0.262683965933,1.0,1.0,1.0,1.0,0.5,0.5,0.310057396053,1.0,0.137050651704,0.145573182905
Folr2,-0.0107507415502,0.290028831759,1.0,1.0,1.0,1.0,0.5,0.5,0.335037192916,1.0,0.148092147515,0.157301297067
Col9a1,0.0673937007861,2.10657042925e-11,4.59948587522e-07,4.59948491405e-07,4.50616388536e-07,4.50616480521e-07,4.50616480521e-07,4.38777554708e-07,1.03386174264e-09,1.09263287798e-08,4.5698450482e-10,4.85402207707e-10
Ptgs2,0.00945793266632,0.100304998544,1.0,1.0,1.0,1.0,0.5,0.5,0.144029787312,1.0,0.0636636199208,0.0676225590458
Fabp5,0.00413110927848,0.330756952522,1.0,1.0,1.0,1.0,0.5,0.5,0.370536033933,1.0,0.163783240061,0.173968144374
Fmn1,0.00489888973663,0.327274476023,1.0,1.0,1.0,1.0,0.5,0.5,0.367427579941,1.0,0.162409250436,0.172508712838
Thbs3,0.0086732649509,0.0514375784822,1.0,1.0,1.0,1.0,0.5,0.5,0.0832261553782,0.879572479798,0.0367873786551,0.0390750115739
Ptprg,0.0308652447539,2.41787970363e-07,0.0052791985449,0.00526528869952,0.00472590807516,0.00473710991535,0.00473686812738,0.00406082896225,2.34879922744e-06,2.48231959249e-05,1.03820927654e-06,1.10277059633e-06
Adam8,0.032162474428,3.06256572616e-05,0.66868060065,0.48762107524,0.41208890027,0.531171399546,0.5,0.302897171265,0.000148633087522,0.00157082317184,6.56983570427e-05,6.97838268364e-05
Gch1,0.0125106498971,0.0704752805467,1.0,1.0,1.0,1.0,0.5,0.5,0.108273480262,1.0,0.0478587230014,0.0508348304109
Pcx,-0.0113612742192,0.00412772870912,1.0,1.0,1.0,1.0,0.5,0.5,0.0100570460298,0.106287511128,0.00444538569359,0.00472182318442
Rnasel,-0.0114429319265,0.0905149269358,1.0,1.0,1.0,1.0,0.5,0.5,0.132864903597,1.0,0.0587285510951,0.0623806016536
Dusp2,-0.00163396870512,0.435027994141,1.0,1.0,1.0,1.0,0.5,0.5,0.453949253627,1.0,0.200653304331,0.213130983389
Btc,-0.043507299669,2.95539901681e-07,0.00645281821331,0.00643204443804,0.00575115599273,0.00576775672121,0.00576716564141,0.00491689734427,2.78018880367e-06,2.93823203683e-05,1.2288908191e-06,1.30530972129e-06
Filip1,0.0777605771978,7.78738783873e-10,1.70029826071e-05,1.70028371094e-05,1.62871881191e-05,1.62873216647e-05,1.62873216647e-05,1.54891144112e-05,1.84616401298e-08,1.95111146445e-07,8.16035948027e-09,8.66781360338e-09
Intu,-0.0310350641651,1.53293307544e-07,0.00334700607691,0.00334141135051,0.00302097787721,0.00302555001099,0.00302539671768,0.00262882693107,1.59179485768e-06,1.68228238339e-05,7.03600447535e-07,7.47354028364e-07
Hnf4g,-0.0439408621347,8.05575613628e-07,0.017588937948,0.0174351624839,0.0153321930242,0.0154509402694,0.0154485235426,0.0126700932511,6.61360787229e-06,6.98956650132e-05,2.92332735988e-06,3.1051152487e-06
Dcst1,0.0157397015791,0.0137733342615,1.0,1.0,1.0,1.0,0.5,0.5,0.0276663563624,0.292390842303,0.0122290008818,0.0129894645518
V1rf4,-0.0153307191834,0.0618156511015,1.0,1.0,1.0,1.0,0.5,0.5,0.0970591854389,1.0,0.0429018136242,0.0455696743067
Sdr16c6,-0.0142505919688,0.0280529180279,1.0,1.0,1.0,1.0,0.5,0.5,0.0502086527702,0.530628250503,0.0221930799618,0.0235731625376
Mex3c,0.0142483176197,0.000175134077882,1.0,0.978164372216,0.940294387254,1.0,0.5,0.5,0.000663947232274,0.00701690124808,0.000293475988764,0.000311725871124
Olfr725,0.0489098251494,2.02950881919e-05,0.443122955582,0.357974625707,0.299949118935,0.356598642202,0.356469152225,0.219978460912,0.000103624910835,0.00109515595642,4.58039761139e-05,4.86523085421e-05
Hyal4,0.0473324509799,8.69673645419e-08,0.00189884543741,0.00189704385315,0.00172880664918,0.00173030268493,0.00173021571756,0.001528016595,9.77078353493e-07,1.03262156762e-05,4.31885279361e-07,4.58742180242e-07
Dnalc1,-0.0114212424713,0.0412012682193,1.0,1.0,1.0,1.0,0.5,0.5,0.0691162773231,0.73045276648,0.0305505721556,0.0324503676047
Caprin2,-0.113858054985,7.16784184098e-15,1.56502658756e-10,1.57563961878e-10,1.57542312529e-10,1.56481155231e-10,1.56481155231e-10,1.55750035363e-10,1.21520532599e-11,1.28428515914e-10,5.37141458326e-12,5.70543742672e-12
Drp2,-0.00381528318813,0.22644823385,1.0,1.0,1.0,1.0,0.5,0.5,0.276090346691,1.0,0.122036637167,0.129625517884
4930430A15Rik,-0.0246145747635,0.00018512330552,1.0,0.982443946003,0.948669366694,1.0,0.5,0.5,0.00069705964826,0.00736684856583,0.000308112240788,0.00032727228237
Tdpoz1,0.0196550001836,0.00116138133546,1.0,0.99999999999,0.999999944511,1.0,0.5,0.5,0.00339595554819,0.0358900279514,0.0015010702114,0.00159441466144
AI846148,0.0386082456698,3.12282427942e-06,0.0681837453168,0.0659112760845,0.0563935885408,0.0580460461696,0.0580408120572,0.0442785254578,2.09681282752e-05,0.000221600871744,9.2682699452e-06,9.84461977503e-06
Eml1,0.0167190946649,0.00449259467464,1.0,1.0,1.0,1.0,0.5,0.5,0.01080115356,0.114151583457,0.00477429389976,0.0050711846348
Igsf9,-0.0161146070277,0.0108613327669,1.0,1.0,1.0,1.0,0.5,0.5,0.0227055071448,0.23996229471,0.0100362210064,0.0106603260771
Zfp760,0.00550137199878,0.327275422492,1.0,1.0,1.0,1.0,0.5,0.5,0.367427579941,1.0,0.162409250436,0.172508712838
LOC435333,0.0270872602535,0.0114305188569,1.0,1.0,1.0,1.0,0.5,0.5,0.0236916362268,0.250384162668,0.010472106862,0.0111233176104
Larp7,-0.00128772385731,0.406810662418,1.0,1.0,1.0,1.0,0.5,0.5,0.432652256323,1.0,0.191239668672,0.203131958295
Eif5b,-0.00710998037334,0.0785966478672,1.0,1.0,1.0,1.0,0.5,0.5,0.118354946309,1.0,0.0523149027583,0.0555681188904
Gbp6,-0.0513980035008,4.96438784905e-05,1.0,0.661743687191,0.570557214579,0.845245792937,0.5,0.416197418777,0.000225135283166,0.00237933373715,9.95136309352e-05,0.000105701912523
Cab39,-0.000605728397462,0.476979576871,1.0,1.0,1.0,1.0,0.5,0.5,0.48447967174,1.0,0.214148269303,0.227465136345
Ptpn2,-0.0146602754601,0.000941512614476,1.0,0.99999999883,0.999998925554,1.0,0.5,0.5,0.00283583755338,0.029970442078,0.0012534885146,0.00133143703102
Atp5k,-0.0221630187169,2.54863241516e-05,0.556468401526,0.426774153706,0.358862008176,0.444504907179,0.444424644891,0.263579564376,0.000126511678478,0.00133703389586,5.59203173489e-05,5.93977371454e-05
Hbegf,0.0362866957623,2.42967705379e-06,0.0530495687925,0.0516670575212,0.0444531277534,0.0454714060617,0.0454714060617,0.0352084501865,1.69910770644e-05,0.00017956955623,7.51034555044e-06,7.97737838456e-06
F8,-0.0108186802478,0.00553627599339,1.0,1.0,1.0,1.0,0.5,0.5,0.012858380072,0.135893304151,0.00568362306836,0.00603706067943
Nr4a2,0.00970502020182,0.203959968039,1.0,1.0,1.0,1.0,0.5,0.5,0.254377216288,1.0,0.112439063588,0.119431116641
Scgb1a1,-0.00532018273441,0.226450882138,1.0,1.0,1.0,1.0,0.5,0.5,0.276090346691,1.0,0.122036637167,0.129625517884
Aplp2,-0.000477775437363,0.341283175738,1.0,1.0,1.0,1.0,0.5,0.5,0.3795463996,1.0,0.167765975201,0.178198546957
Prrx2,-0.0207901731055,0.0253866228268,1.0,1.0,1.0,1.0,0.5,0.5,0.0461960430222,0.488221135931,0.0204194380877,0.0216892262722
Atf4,0.0109576661295,0.0672821093274,1.0,1.0,1.0,1.0,0.5,0.5,0.104122058887,1.0,0.0460237240231,0.0488857215335
Sh3bp2,-0.0279808994715,2.07173001487e-05,0.452341531447,0.363866108874,0.304839900855,0.36360933491,0.363539773048,0.223663972405,0.000105424604812,0.00111417595424,4.65994715143e-05,4.94972720354e-05
Serpina6,-0.0312525765415,5.23614811156e-06,0.114326057868,0.108033191399,0.0915491798802,0.0960142743223,0.0959943033293,0.0702376907685,3.26443951624e-05,0.000345001057348,1.44293788455e-05,1.5326673604e-05
Tie1,-0.00521116004031,0.0711222826035,1.0,1.0,1.0,1.0,0.5,0.5,0.109053932751,1.0,0.0482036962983,0.0512012559639
Sox4,-0.00158183302282,0.25489623502,1.0,1.0,1.0,1.0,0.5,0.5,0.30285355524,1.0,0.133866431328,0.142190950939
Clu,-0.0055309643992,0.0583752313026,1.0,1.0,1.0,1.0,0.5,0.5,0.0925544189697,0.978157881251,0.0409106300942,0.0434546684996
Siah1b,0.0231999343286,0.0183912901661,1.0,1.0,1.0,1.0,0.5,0.5,0.0352758602703,0.372811596955,0.0155925312572,0.0165621569575
Siah2,-0.00190884543115,0.286735758098,1.0,1.0,1.0,1.0,0.5,0.5,0.332191291841,1.0,0.146834210752,0.155965135172
Abca17,-0.032837490797,8.73972609051e-05,1.0,0.851669915293,0.766121974571,1.0,0.5,0.5,0.000365970445142,0.00386774482738,0.000161765172028,0.000171824582244
Anxa7,-0.00469933042756,0.232288264681,1.0,1.0,1.0,1.0,0.5,0.5,0.281599925678,1.0,0.12447196495,0.132212287172
Igfbp5,-0.0284456720379,0.00072350752043,1.0,0.999999862931,0.999978451435,1.0,0.5,0.5,0.00225733694062,0.023856580201,0.000997781387464,0.00105982868823
Gdf3,0.00908614574669,0.147118648355,1.0,1.0,1.0,1.0,0.5,0.5,0.196155981089,1.0,0.0867042856779,0.0920960147267
Gdf9,0.00867715938385,0.0630032928196,1.0,1.0,1.0,1.0,0.5,0.5,0.0985766010621,1.0,0.0435725371829,0.0462821069881
Igf2r,-0.00457969598016,0.0928878182213,1.0,1.0,1.0,1.0,0.5,0.5,0.135678534954,1.0,0.0599722240929,0.0637016127873
Hist1h1t,0.0378781001634,0.000192070642075,1.0,0.984915283365,0.953854749054,1.0,0.5,0.5,0.000719876751591,0.00760799026062,0.00031819778921,0.000337985003301
Ect2,0.104815901045,4.78409658598e-12,1.04455964858e-07,1.04455205041e-07,1.02890816867e-07,1.02891565275e-07,1.02881997081e-07,1.0079613097e-07,3.15664563024e-10,3.33608901219e-09,1.39529115038e-10,1.4820577014e-10
Map3k8,-0.00777183966045,0.113585007391,1.0,1.0,1.0,1.0,0.5,0.5,0.159225326551,1.0,0.0703803071607,0.0747569252668
Zscan2,0.00775254667158,0.0600794077624,1.0,1.0,1.0,1.0,0.5,0.5,0.0947334468111,1.0,0.0418737975256,0.0444777307538
Zscan21,0.022150080514,0.00725864618061,1.0,1.0,1.0,1.0,0.5,0.5,0.0161646394091,0.170835381083,0.00714504602624,0.00758936261236
Serpine2,0.022115962625,0.220705148646,1.0,1.0,1.0,1.0,0.5,0.5,0.270635440558,1.0,0.119625475718,0.127064417719
Mtf1,0.00829056223206,0.055087101485,1.0,1.0,1.0,1.0,0.5,0.5,0.0881978991733,0.932116166322,0.0389849741193,0.0414092650962
Nfe2,-0.00093461380643,0.38457257269,1.0,1.0,1.0,1.0,0.5,0.5,0.414903397242,1.0,0.183394370559,0.194798798234
Cntn3,-0.0082103721229,0.182852651762,1.0,1.0,1.0,1.0,0.5,0.5,0.233482933192,1.0,0.103203434471,0.109621167473
Acads,-0.0160354801842,0.000516485113349,1.0,0.999987375222,0.999609247265,1.0,0.5,0.5,0.00169471336539,0.0179105141955,0.00074909218143,0.000795674677823
Cdx4,0.00611818218093,0.303341835773,1.0,1.0,1.0,1.0,0.5,0.5,0.34642040266,1.0,0.153123720164,0.162645759399
Bcl2a1a,-0.0432658877347,6.32916252707e-07,0.0138190934616,0.0137240524207,0.0121184751572,0.0121924986922,0.0121918657759,0.0101076725557,5.36970905551e-06,5.6749567348e-05,2.37350288975e-06,2.52109979776e-06
Ambp,0.00520193455594,0.00400955510239,1.0,1.0,1.0,1.0,0.5,0.5,0.00981149227996,0.103692385597,0.00433684675249,0.00460653472042
Col17a1,0.00671237074689,0.21928057222,1.0,1.0,1.0,1.0,0.5,0.5,0.269207753306,1.0,0.118994413628,0.126394112865
Col9a2,0.000916000691656,0.35910332183,1.0,1.0,1.0,1.0,0.5,0.5,0.394581599727,1.0,0.174411789822,0.185257633326
Mest,-0.0833394731432,1.63063892927e-09,3.56033703816e-05,3.56027372279e-05,3.38938869812e-05,3.38944607838e-05,3.38944607838e-05,3.20290098487e-05,3.39402958834e-08,3.58696735174e-07,1.50021890433e-08,1.59351041561e-08
Cd244,4.77077311137e-05,0.0654180647304,1.0,1.0,1.0,1.0,0.5,0.5,0.101682333916,1.0,0.0449453240186,0.0477402609381
Lgals3bp,-0.0446196619023,5.23739654914e-06,0.114353316254,0.10805750477,0.0915491798802,0.0960142743223,0.0960119535387,0.0702491999136,3.26443951624e-05,0.000345001057348,1.44293788455e-05,1.5326673604e-05
Ebf1,0.0100572775438,0.0399448335871,1.0,1.0,1.0,1.0,0.5,0.5,0.0673300969374,0.711575586535,0.0297610499928,0.0316117487964
Bax,-0.00597440813613,0.0800202955471,1.0,1.0,1.0,1.0,0.5,0.5,0.120039625722,1.0,0.0530595597622,0.0563590825879
Plk1,-0.0230983545725,0.0271416773228,1.0,1.0,1.0,1.0,0.5,0.5,0.0488251480506,0.516006733127,0.021581547304,0.022923601559
Pou6f1,0.0223557150316,6.53648054849e-05,1.0,0.760025307353,0.667441860387,1.0,0.5,0.480431320314,0.000285165690353,0.00301376282825,0.000126048093689,0.000133886427895
Cbfb,-0.00907851010729,0.0153731452236,1.0,1.0,1.0,1.0,0.5,0.5,0.0302624934864,0.319828019446,0.0133765377227,0.0142083612761
Hgf,-0.00197706905967,0.15500572188,1.0,1.0,1.0,1.0,0.5,0.5,0.204537849519,1.0,0.0904092143314,0.0960313353531
Cnn1,0.0182547944082,0.0352181651595,1.0,1.0,1.0,1.0,0.5,0.5,0.0606357576561,0.640826714675,0.0268020379747,0.0284687298295
Cnn2,-0.00230773583694,0.201250533236,1.0,1.0,1.0,1.0,0.5,0.5,0.251724572793,1.0,0.111266549969,0.118185689951
Dmwd,0.0171857741009,0.00216448094225,1.0,1.0,1.0,1.0,0.5,0.5,0.00577207666371,0.0610019742185,0.00255135622797,0.00271001299309
Lyar,0.0112049062041,0.0293203467701,1.0,1.0,1.0,1.0,0.5,0.5,0.0520961121389,0.550575793555,0.0230273691606,0.024459332232
Rad51,0.0634202535925,5.15268010481e-09,0.000112503617408,0.000112497288434,0.000106113815648,0.000106119446759,0.000106114294078,9.87974883296e-05,9.03264843177e-08,9.54612038028e-07,3.99258450193e-08,4.24086443031e-08
Calb2,-0.0117903928538,0.0765080572015,1.0,1.0,1.0,1.0,0.5,0.5,0.115711676727,1.0,0.051146532568,0.0543270932892
Zfp161,-0.0138256537127,0.0231920155392,1.0,1.0,1.0,1.0,0.5,0.5,0.0427873640074,0.452196640504,0.0189127438873,0.0200888378925
Tff1,-0.0243925054136,3.8280312898e-05,0.835812351814,0.566484769595,0.482206461798,0.658166098236,0.5,0.352829643981,0.000179955518248,0.00190185309798,7.95434050843e-05,8.44898328702e-05
Kcnma1,0.0302055713313,0.000405972300964,1.0,0.999858865748,0.998077996036,1.0,0.5,0.5,0.00137692249712,0.0145519534067,0.00060862320325,0.000646470598901
Prlr,-0.0201810031161,0.106358531513,1.0,1.0,1.0,1.0,0.5,0.5,0.150886278059,1.0,0.0666943056492,0.0708417087717
Eps8,-0.00967047333878,0.0758117622335,1.0,1.0,1.0,1.0,0.5,0.5,0.114862957772,1.0,0.0507713843297,0.053928616358
Sct,0.0169939918552,0.00430641495892,1.0,1.0,1.0,1.0,0.5,0.5,0.0104131745867,0.110051242331,0.00460280058332,0.00488902696091
Ifi205,-0.0209322818879,0.391948330806,1.0,1.0,1.0,1.0,0.5,0.5,0.420614706571,1.0,0.185918866589,0.197480280721
Hoxc4,-0.0295089862191,0.00174755096222,1.0,1.0,0.999999999973,1.0,0.5,0.5,0.00480486268708,0.0507800098366,0.00212383117125,0.00225590217709
Tfdp1,0.000297250985195,0.425578596401,1.0,1.0,1.0,1.0,0.5,0.5,0.446628757886,1.0,0.197417520489,0.209693981469
Padi2,-0.0166288130198,0.00291778950736,1.0,1.0,1.0,1.0,0.5,0.5,0.00747370223931,0.0789855398466,0.00330350372408,0.00350893298115
Rbp2,0.00542094890776,0.351927300517,1.0,1.0,1.0,1.0,0.5,0.5,0.388721745414,1.0,0.171821634377,0.182506408377
Reg2,0.00141161779937,0.371769312899,1.0,1.0,1.0,1.0,0.5,0.5,0.404486886552,1.0,0.178790095361,0.189908204959
Pros1,-0.0270083512273,0.000365635718663,1.0,0.999659382403,0.996528561126,1.0,0.5,0.5,0.00125590031556,0.0132729350517,0.000555129337065,0.00058965020243
Runx2,-0.00227866735811,0.144917945527,1.0,1.0,1.0,1.0,0.5,0.5,0.193726714177,1.0,0.0856305083135,0.0909554642315
Cd36,-0.137477852813,8.06027779984e-07,0.0175988105482,0.0174448629125,0.0153359705848,0.0154547766534,0.0154547766534,0.0126763988958,6.61360787229e-06,6.98956650132e-05,2.92332735988e-06,3.1051152487e-06
Mitf,-0.0313077208175,4.00590193348e-06,0.0874648628156,0.083749094949,0.0712996351681,0.0739689792017,0.0739609673978,0.0552854525839,2.59385714162e-05,0.000274130812355,1.14652904982e-05,1.2178262635e-05
Fbln1,-0.00388445613788,0.399354871644,1.0,1.0,1.0,1.0,0.5,0.5,0.426619604238,1.0,0.188573133668,0.200299604103
Ids,-0.00181456741532,0.293328290349,1.0,1.0,1.0,1.0,0.5,0.5,0.33774453376,1.0,0.149288838294,0.158572404381
Ssrp1,0.0143691864646,0.00129765114908,1.0,1.0,0.999999990711,1.0,0.5,0.5,0.00372708090522,0.0393895137811,0.0016474332608,0.00174987933597
